post_id,text,label,hashtags
776,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
777,Ready to serve weed to my loyal clients 💊,Drug-related,"#weed, #exclusive"
778,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
779,Fresh goods in town! Hit me up 💊,Drug-related,"#goods, #exclusive"
780,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
781,Anyone interested in some premium herb? 🌿,Drug-related,"#herb, #exclusive"
782,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
783,Ready to serve ganja to my loyal clients 🚬,Drug-related,"#ganja, #exclusive"
784,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
785,Fresh weed in town! Hit me up 🔥,Drug-related,"#weed, #exclusive"
786,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
787,Anyone interested in some premium dope? 🌿,Drug-related,"#dope, #exclusive"
788,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
789,"💊 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
790,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
791,"🍃 Quality exclusive available, contact for more!",Drug-related,"#exclusive, #exclusive"
792,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
793,"Stocked up on weed, get yours now! 🍃",Drug-related,"#weed, #exclusive"
794,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
795,"🚬 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
796,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
797,"💸 Only the best stash here, DM for info!",Drug-related,"#stash, #exclusive"
798,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
799,Anyone interested in some premium goods? 🌿,Drug-related,"#goods, #exclusive"
800,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
801,"💊 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
802,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
803,Looking for some exclusive? DM me for details 🌿,Drug-related,"#exclusive, #exclusive"
804,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
805,"💰 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
806,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
807,"Limited coke available, get it before it's gone 💰",Drug-related,"#coke, #exclusive"
808,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
809,"Limited coke available, get it before it's gone 💊",Drug-related,"#coke, #exclusive"
810,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
811,Looking for some exclusive? DM me for details 🔥,Drug-related,"#exclusive, #exclusive"
812,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
813,"Stocked up on coke, get yours now! 🍃",Drug-related,"#coke, #exclusive"
814,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
815,"🍁 Quality exclusive available, contact for more!",Drug-related,"#exclusive, #exclusive"
816,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
817,Ready to serve weed to my loyal clients 💊,Drug-related,"#weed, #exclusive"
818,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
819,"💸 Only the best ganja here, DM for info!",Drug-related,"#ganja, #exclusive"
820,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
821,"Stocked up on coke, get yours now! 💸",Drug-related,"#coke, #exclusive"
822,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
823,Anyone interested in some premium goods? 🍁,Drug-related,"#goods, #exclusive"
824,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
825,Looking for some powder? DM me for details 🍃,Drug-related,"#powder, #exclusive"
826,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
827,Fresh powder in town! Hit me up 💸,Drug-related,"#powder, #exclusive"
828,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
829,Looking for some ganja? DM me for details 💸,Drug-related,"#ganja, #exclusive"
830,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
831,Anyone interested in some premium 420? 🍃,Drug-related,"#420, #exclusive"
832,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
833,Fresh product in town! Hit me up 💰,Drug-related,"#product, #exclusive"
834,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
835,"Stocked up on stash, get yours now! 🔥",Drug-related,"#stash, #exclusive"
836,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
837,"Stocked up on 420, get yours now! 💊",Drug-related,"#420, #exclusive"
838,Nothing better than a good book and coffee 🔥,Non-drug,"#relax, #life"
839,Anyone interested in some premium stash? 💊,Drug-related,"#stash, #exclusive"
840,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
841,"🌿 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
842,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
843,Anyone interested in some premium ganja? 🔥,Drug-related,"#ganja, #exclusive"
844,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
845,"Stocked up on 420, get yours now! 🍃",Drug-related,"#420, #exclusive"
846,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
847,"🚬 Only the best 420 here, DM for info!",Drug-related,"#420, #exclusive"
848,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
849,Looking for some dope? DM me for details 💊,Drug-related,"#dope, #exclusive"
850,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
851,"🚬 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
852,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
853,Fresh green in town! Hit me up 🍃,Drug-related,"#green, #exclusive"
854,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
855,Ready to serve dope to my loyal clients 💰,Drug-related,"#dope, #exclusive"
856,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
857,Fresh coke in town! Hit me up 🌿,Drug-related,"#coke, #exclusive"
858,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
859,"💰 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
860,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
861,Anyone interested in some premium herb? 🚬,Drug-related,"#herb, #exclusive"
862,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
863,"Stocked up on green, get yours now! 💰",Drug-related,"#green, #exclusive"
864,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
865,"Limited herb available, get it before it's gone 🍃",Drug-related,"#herb, #exclusive"
866,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
867,Ready to serve weed to my loyal clients 🍃,Drug-related,"#weed, #exclusive"
868,Nothing better than a good book and coffee 🔥,Non-drug,"#relax, #life"
869,"🍁 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
870,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
871,"Limited powder available, get it before it's gone 🍁",Drug-related,"#powder, #exclusive"
872,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
873,"Stocked up on herb, get yours now! 💰",Drug-related,"#herb, #exclusive"
874,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
875,Fresh coke in town! Hit me up 💊,Drug-related,"#coke, #exclusive"
876,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
877,"🚬 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
878,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
879,Looking for some product? DM me for details 🍃,Drug-related,"#product, #exclusive"
880,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
881,Fresh ganja in town! Hit me up 🍃,Drug-related,"#ganja, #exclusive"
882,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
883,"Limited goods available, get it before it's gone 💊",Drug-related,"#goods, #exclusive"
884,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
885,Fresh green in town! Hit me up 🍃,Drug-related,"#green, #exclusive"
886,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
887,Fresh 420 in town! Hit me up 🍃,Drug-related,"#420, #exclusive"
888,Check out my latest travel post! 💰,Non-drug,"#relax, #life"
889,"🍁 Quality exclusive available, contact for more!",Drug-related,"#exclusive, #exclusive"
890,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
891,"🚬 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
892,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
893,Anyone interested in some premium product? 🍁,Drug-related,"#product, #exclusive"
894,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
895,"💸 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
896,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
897,Ready to serve goods to my loyal clients 🚬,Drug-related,"#goods, #exclusive"
898,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
899,"Stocked up on weed, get yours now! 🔥",Drug-related,"#weed, #exclusive"
900,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
901,Anyone interested in some premium 420? 💊,Drug-related,"#420, #exclusive"
902,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
903,Looking for some exclusive? DM me for details 🌿,Drug-related,"#exclusive, #exclusive"
904,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
905,Looking for some goods? DM me for details 🌿,Drug-related,"#goods, #exclusive"
906,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
907,Looking for some goods? DM me for details 🍁,Drug-related,"#goods, #exclusive"
908,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
909,Ready to serve powder to my loyal clients 🍃,Drug-related,"#powder, #exclusive"
910,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
911,"💊 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
912,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
913,"Limited exclusive available, get it before it's gone 💊",Drug-related,"#exclusive, #exclusive"
914,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
915,"🍁 Only the best product here, DM for info!",Drug-related,"#product, #exclusive"
916,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
917,"🍁 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
918,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
919,Ready to serve powder to my loyal clients 💸,Drug-related,"#powder, #exclusive"
920,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
921,"🍃 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
922,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
923,Ready to serve product to my loyal clients 🍃,Drug-related,"#product, #exclusive"
924,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
925,"💰 Only the best ganja here, DM for info!",Drug-related,"#ganja, #exclusive"
926,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
927,Anyone interested in some premium exclusive? 💊,Drug-related,"#exclusive, #exclusive"
928,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
929,"Stocked up on 420, get yours now! 💰",Drug-related,"#420, #exclusive"
930,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
931,"Limited 420 available, get it before it's gone 🌿",Drug-related,"#420, #exclusive"
932,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
933,"Stocked up on 420, get yours now! 💸",Drug-related,"#420, #exclusive"
934,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
935,"🚬 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
936,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
937,"Limited dope available, get it before it's gone 💸",Drug-related,"#dope, #exclusive"
938,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
939,"Limited stash available, get it before it's gone 🍁",Drug-related,"#stash, #exclusive"
940,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
941,"🍁 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
942,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
943,"💊 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
944,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
945,"Limited ganja available, get it before it's gone 🍁",Drug-related,"#ganja, #exclusive"
946,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
947,"🌿 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
948,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
949,Looking for some herb? DM me for details 🍁,Drug-related,"#herb, #exclusive"
950,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
951,"Limited product available, get it before it's gone 🍃",Drug-related,"#product, #exclusive"
952,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
953,Fresh green in town! Hit me up 🍁,Drug-related,"#green, #exclusive"
954,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
955,"Limited product available, get it before it's gone 🍃",Drug-related,"#product, #exclusive"
956,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
957,Anyone interested in some premium 420? 🌿,Drug-related,"#420, #exclusive"
958,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
959,Ready to serve exclusive to my loyal clients 💊,Drug-related,"#exclusive, #exclusive"
960,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
961,Anyone interested in some premium 420? 💊,Drug-related,"#420, #exclusive"
962,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
963,Anyone interested in some premium goods? 🚬,Drug-related,"#goods, #exclusive"
964,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
965,"🌿 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
966,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
967,Ready to serve exclusive to my loyal clients 🚬,Drug-related,"#exclusive, #exclusive"
968,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
969,"Limited weed available, get it before it's gone 🌿",Drug-related,"#weed, #exclusive"
970,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
971,Fresh ganja in town! Hit me up 🍁,Drug-related,"#ganja, #exclusive"
972,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
973,Looking for some 420? DM me for details 🍁,Drug-related,"#420, #exclusive"
974,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
975,"Stocked up on herb, get yours now! 🌿",Drug-related,"#herb, #exclusive"
976,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
977,"💊 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
978,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
979,"Stocked up on powder, get yours now! 🌿",Drug-related,"#powder, #exclusive"
980,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
981,"🔥 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
982,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
983,"Stocked up on dope, get yours now! 🔥",Drug-related,"#dope, #exclusive"
984,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
985,Ready to serve weed to my loyal clients 🚬,Drug-related,"#weed, #exclusive"
986,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
987,Anyone interested in some premium product? 💰,Drug-related,"#product, #exclusive"
988,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
989,Looking for some stash? DM me for details 🔥,Drug-related,"#stash, #exclusive"
990,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
991,"🍁 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
992,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
993,Fresh exclusive in town! Hit me up 🚬,Drug-related,"#exclusive, #exclusive"
994,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
995,"🔥 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
996,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
997,"Limited dope available, get it before it's gone 🍁",Drug-related,"#dope, #exclusive"
998,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
999,"Stocked up on product, get yours now! 🍁",Drug-related,"#product, #exclusive"
1000,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
1001,Ready to serve powder to my loyal clients 🍁,Drug-related,"#powder, #exclusive"
1002,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
1003,Fresh ganja in town! Hit me up 💸,Drug-related,"#ganja, #exclusive"
1004,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
1005,"🍁 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
1006,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
1007,Ready to serve weed to my loyal clients 🍃,Drug-related,"#weed, #exclusive"
1008,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
1009,"💰 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
1010,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
1011,Anyone interested in some premium ganja? 🚬,Drug-related,"#ganja, #exclusive"
1012,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
1013,"Stocked up on goods, get yours now! 💊",Drug-related,"#goods, #exclusive"
1014,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
1015,"Limited green available, get it before it's gone 🍁",Drug-related,"#green, #exclusive"
1016,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
1017,Ready to serve exclusive to my loyal clients 🍃,Drug-related,"#exclusive, #exclusive"
1018,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
1019,"Stocked up on stash, get yours now! 🔥",Drug-related,"#stash, #exclusive"
1020,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
1021,"🔥 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
1022,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
1023,Anyone interested in some premium product? 🍃,Drug-related,"#product, #exclusive"
1024,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
1025,Looking for some dope? DM me for details 🚬,Drug-related,"#dope, #exclusive"
1026,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
1027,Anyone interested in some premium weed? 💰,Drug-related,"#weed, #exclusive"
1028,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
1029,"🍃 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
1030,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
1031,Ready to serve powder to my loyal clients 💸,Drug-related,"#powder, #exclusive"
1032,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
1033,Looking for some dope? DM me for details 🍃,Drug-related,"#dope, #exclusive"
1034,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
1035,"Limited herb available, get it before it's gone 🍁",Drug-related,"#herb, #exclusive"
1036,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
1037,Looking for some goods? DM me for details 💸,Drug-related,"#goods, #exclusive"
1038,Excited for the new restaurant opening! 💊,Non-drug,"#relax, #life"
1039,Anyone interested in some premium weed? 🌿,Drug-related,"#weed, #exclusive"
1040,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
1041,"🔥 Only the best product here, DM for info!",Drug-related,"#product, #exclusive"
1042,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
1043,Fresh 420 in town! Hit me up 🍁,Drug-related,"#420, #exclusive"
1044,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
1045,"Limited ganja available, get it before it's gone 💰",Drug-related,"#ganja, #exclusive"
1046,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
1047,"Stocked up on stash, get yours now! 🔥",Drug-related,"#stash, #exclusive"
1048,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
1049,Fresh herb in town! Hit me up 🔥,Drug-related,"#herb, #exclusive"
1050,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
1051,"Stocked up on stash, get yours now! 💸",Drug-related,"#stash, #exclusive"
1052,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
1053,Fresh exclusive in town! Hit me up 🔥,Drug-related,"#exclusive, #exclusive"
1054,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
1055,"Limited 420 available, get it before it's gone 🔥",Drug-related,"#420, #exclusive"
1056,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
1057,"🍃 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
1058,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
1059,Ready to serve product to my loyal clients 🚬,Drug-related,"#product, #exclusive"
1060,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
1061,Looking for some powder? DM me for details 🌿,Drug-related,"#powder, #exclusive"
1062,Loving the weekend vibes! 🌿,Non-drug,"#relax, #life"
1063,Fresh ganja in town! Hit me up 🔥,Drug-related,"#ganja, #exclusive"
1064,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
1065,Fresh ganja in town! Hit me up 🔥,Drug-related,"#ganja, #exclusive"
1066,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
1067,Fresh 420 in town! Hit me up 🍃,Drug-related,"#420, #exclusive"
1068,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
1069,Ready to serve coke to my loyal clients 🍃,Drug-related,"#coke, #exclusive"
1070,Exploring nature and living life to the fullest 🔥,Non-drug,"#relax, #life"
1071,"🌿 Quality product available, contact for more!",Drug-related,"#product, #exclusive"
1072,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
1073,"💰 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
1074,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
1075,"🚬 Quality ganja available, contact for more!",Drug-related,"#ganja, #exclusive"
1076,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
1077,"🍃 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
1078,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
1079,"Stocked up on product, get yours now! 🌿",Drug-related,"#product, #exclusive"
1080,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
1081,Anyone interested in some premium ganja? 💰,Drug-related,"#ganja, #exclusive"
1082,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
1083,"💰 Quality product available, contact for more!",Drug-related,"#product, #exclusive"
1084,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
1085,Looking for some herb? DM me for details 💊,Drug-related,"#herb, #exclusive"
1086,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
1087,Ready to serve coke to my loyal clients 🍃,Drug-related,"#coke, #exclusive"
1088,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
1089,Anyone interested in some premium weed? 💸,Drug-related,"#weed, #exclusive"
1090,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
1091,"🚬 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
1092,Excited for the new restaurant opening! 💊,Non-drug,"#relax, #life"
1093,"🌿 Only the best herb here, DM for info!",Drug-related,"#herb, #exclusive"
1094,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
1095,Ready to serve powder to my loyal clients 🚬,Drug-related,"#powder, #exclusive"
1096,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
1097,Looking for some weed? DM me for details 🌿,Drug-related,"#weed, #exclusive"
1098,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
1099,"Stocked up on product, get yours now! 🔥",Drug-related,"#product, #exclusive"
1100,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
1101,"🌿 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
1102,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
1103,Ready to serve exclusive to my loyal clients 💊,Drug-related,"#exclusive, #exclusive"
1104,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
1105,"Limited exclusive available, get it before it's gone 🍃",Drug-related,"#exclusive, #exclusive"
1106,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
1107,Ready to serve weed to my loyal clients 🍃,Drug-related,"#weed, #exclusive"
1108,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
1109,"🍃 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
1110,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
1111,Anyone interested in some premium weed? 💰,Drug-related,"#weed, #exclusive"
1112,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
1113,Ready to serve 420 to my loyal clients 💊,Drug-related,"#420, #exclusive"
1114,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
1115,Looking for some stash? DM me for details 🔥,Drug-related,"#stash, #exclusive"
1116,Excited for the new restaurant opening! 🚬,Non-drug,"#relax, #life"
1117,"Limited goods available, get it before it's gone 🚬",Drug-related,"#goods, #exclusive"
1118,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
1119,"🚬 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
1120,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
1121,Looking for some ganja? DM me for details 🍁,Drug-related,"#ganja, #exclusive"
1122,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
1123,"Stocked up on 420, get yours now! 🍁",Drug-related,"#420, #exclusive"
1124,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
1125,"💊 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
1126,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
1127,"Limited goods available, get it before it's gone 🚬",Drug-related,"#goods, #exclusive"
1128,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
1129,"🔥 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
1130,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
1131,Looking for some green? DM me for details 💰,Drug-related,"#green, #exclusive"
1132,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
1133,Ready to serve 420 to my loyal clients 🚬,Drug-related,"#420, #exclusive"
1134,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
1135,Looking for some dope? DM me for details 💊,Drug-related,"#dope, #exclusive"
1136,Check out my latest travel post! 💰,Non-drug,"#relax, #life"
1137,Fresh coke in town! Hit me up 🚬,Drug-related,"#coke, #exclusive"
1138,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
1139,Looking for some green? DM me for details 💸,Drug-related,"#green, #exclusive"
1140,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
1141,"Limited powder available, get it before it's gone 💰",Drug-related,"#powder, #exclusive"
1142,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
1143,Ready to serve goods to my loyal clients 🍁,Drug-related,"#goods, #exclusive"
1144,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
1145,"Limited goods available, get it before it's gone 🍁",Drug-related,"#goods, #exclusive"
1146,Just relaxing and enjoying the day 🍁,Non-drug,"#relax, #life"
1147,"Stocked up on ganja, get yours now! 🍁",Drug-related,"#ganja, #exclusive"
1148,"Best coffee in town, anyone else a fan? 💊",Non-drug,"#relax, #life"
1149,Anyone interested in some premium green? 🌿,Drug-related,"#green, #exclusive"
1150,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
1151,Anyone interested in some premium product? 🌿,Drug-related,"#product, #exclusive"
1152,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
1153,Looking for some ganja? DM me for details 💸,Drug-related,"#ganja, #exclusive"
1154,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
1155,"Limited dope available, get it before it's gone 🌿",Drug-related,"#dope, #exclusive"
